,Time,Ticker,Asset Turnover,Average Assets,Book Value per Share,Current Ratio,Debt to Equity Ratio,Dividend Yield,EBITDA,EBITDA [USD],EBITDA Margin,Earnings before Tax,Average Equity,Enterprise Value,Enterprise Value over EBIT,Enterprise Value over EBITDA,Free Cash Flow,Free Cash Flow per Share,Foreign Currency to USD Exchange Rate,Gross Margin,Invested Capital,Invested Capital Average,Market Capitalization,Profit Margin,Price to Earnings (Damodaran Method),Price to Earnings Ratio,Price to Sales Ratio,Price to Sales (Damodaran Method),Price to Book Value,Return on Invested Capital,Sales per Share,Payout Ratio,Return on Average Assets,Return on Average Equity,Return on Sales,Tangible Asset Value,Tangible Asset Book Value per Share,Working Capital
71,2019-12-31,IBM,0.525,146846000000.0,23.49,1.0190000000000001,6.295,0.048,17565000000.0,17565000000.0,0.228,10162000000.0,18230750000.0,179979844334.0,16.0,10.247,12400000000.0,13.975999999999999,1.0,0.473,100873000000.0,100154500000.0,118710844334.0,0.122,12.587,12.61,1.5419999999999998,1.5390000000000001,5.696000000000001,0.115,86.95200000000001,0.605,0.064,0.517,0.149,78729000000.0,88.735,719000000.0
40,2020-01-31,CRM,0.39899999999999997,42889500000.0,40.875,1.075,0.627,0.0,2841000000.0,2841000000.0,0.166,706000000.0,25194000000.0,163934970000.0,232.0,57.703,3688000000.0,4.449,1.0,0.752,11567000000.0,10577250000.0,161708970000.0,0.006999999999999999,1283.405,1215.4,8.839,9.458,4.772,0.067,20.625,0.0,0.003,0.005,0.040999999999999995,24689000000.0,29.781999999999996,1118000000.0
180,2020-01-31,WMT,2.2159999999999997,236432500000.0,26.2,0.795,2.075,0.019,33382000000.0,33382000000.0,0.064,19796000000.0,71212500000.0,392170158423.0,18.0,11.748,14871000000.0,5.218,1.0,0.247,190600000000.0,190309000000.0,324828158423.0,0.027999999999999997,21.828000000000003,21.933000000000003,0.623,0.62,4.35,0.11800000000000001,183.847,0.406,0.063,0.209,0.043,205422000000.0,72.078,-15984000000.0
60,2020-02-02,HD,2.129,51767500000.0,-2.8510000000000004,1.078,-17.442999999999998,0.024,18139000000.0,18139000000.0,0.165,14715000000.0,-1875250000.0,281676555662.0,18.0,15.529000000000002,11082000000.0,10.139,1.0,0.341,65851000000.0,63498000000.0,248818555662.0,0.102,22.133000000000003,22.166999999999998,2.262,2.2569999999999997,-79.852,0.25,100.846,0.529,0.217,-5.995,0.14400000000000002,48982000000.0,44.81399999999999,1435000000.0
110,2020-03-27,KO,0.41600000000000004,89455750000.0,4.234,0.872,4.085,0.038,13862000000.0,13862000000.0,0.373,11511000000.0,18508250000.0,218482718428.0,18.0,15.761,9354000000.0,2.181,1.0,0.607,68897000000.0,68693250000.0,183666718428.0,0.26899999999999996,18.336,18.217,4.939,4.941,10.115,0.18100000000000002,8.667,0.685,0.11199999999999999,0.541,0.33399999999999996,66175000000.0,15.429,-4163000000.0
80,2020-03-28,INTC,0.552,137190250000.0,17.898,1.7369999999999999,0.935,0.024,37144000000.0,37144000000.0,0.49,26125000000.0,75761750000.0,248793490000.0,10.0,6.6979999999999995,18184000000.0,4.263,1.0,0.595,115649000000.0,104166750000.0,223986490000.0,0.3,9.852,10.033,2.95,2.958,2.9339999999999997,0.249,17.752,0.244,0.166,0.3,0.342,111005000000.0,26.021,17606000000.0
0,2020-03-28,AAPL,0.8109999999999999,330443250000.0,17.987000000000002,1.496,3.085,0.012,78805000000.0,78805000000.0,0.294,67091000000.0,88725000000.0,1152502415200.0,17.0,14.625,66636000000.0,15.283,1.0,0.381,293639000000.0,295760250000.0,1083981415200.0,0.214,18.945999999999998,19.249000000000002,4.031000000000001,4.045,13.822000000000001,0.22699999999999998,61.461999999999996,0.239,0.17300000000000001,0.645,0.25,320400000000.0,73.485,47659000000.0
140,2020-03-29,PFE,0.307,165117500000.0,11.727,1.025,1.5530000000000002,0.047,22899000000.0,22899000000.0,0.452,17216000000.0,63210000000.0,222267045254.0,13.0,9.706,11552000000.0,2.083,1.0,0.799,89617000000.0,86249000000.0,171422045254.0,0.312,10.856,10.88,3.3819999999999997,3.384,2.636,0.2,9.136000000000001,0.514,0.096,0.25,0.34,73370000000.0,13.232000000000001,848000000.0
90,2020-03-29,JNJ,0.531,155845750000.0,23.273000000000003,1.3130000000000002,1.5290000000000001,0.031,26651000000.0,26651000000.0,0.322,19415000000.0,59940000000.0,334532404661.0,17.0,12.552,19764000000.0,7.504,1.0,0.662,52572000000.0,52862250000.0,324141404661.0,0.207,18.883,18.919,3.9210000000000003,3.918,5.287999999999999,0.37200000000000005,31.412,0.584,0.11,0.28600000000000003,0.23800000000000002,74208000000.0,28.176,10537000000.0
190,2020-03-31,XOM,0.716,359622750000.0,43.022,0.7759999999999999,0.9179999999999999,0.092,36435000000.0,36435000000.0,0.142,15291000000.0,188755250000.0,204527282550.0,13.0,5.6129999999999995,2545000000.0,0.601,1.0,0.336,339231000000.0,337514000000.0,160696282550.0,0.044000000000000004,14.120999999999999,14.220999999999998,0.624,0.624,0.883,0.048,60.836000000000006,1.3030000000000002,0.032,0.06,0.063,355804000000.0,84.071,-14524000000.0
20,2020-03-31,BA,0.527,133889750000.0,-17.079,1.175,-15.772,0.055,-2915000000.0,-2915000000.0,-0.040999999999999995,-6082000000.0,-6930000000.0,101738466659.0,-19.0,-34.902,-11015000000.0,-19.465,1.0,0.005,61148000000.0,45045000000.0,83921466659.0,-0.048,-24.589000000000002,-24.733,1.196,1.19,-8.683,-0.11599999999999999,124.669,-1.3630000000000002,-0.025,0.49200000000000005,-0.07400000000000001,131762000000.0,232.83599999999998,16509000000.0
160,2020-03-31,T,0.327,548183250000.0,24.736,0.7559999999999999,1.9680000000000002,0.07,54721000000.0,54721000000.0,0.305,18189000000.0,182326500000.0,381910570640.0,14.0,6.979,27230000000.0,3.7889999999999997,1.0,0.5379999999999999,366424000000.0,369768750000.0,209089570640.0,0.08,14.538,14.797,1.169,1.167,1.176,0.07200000000000001,24.926,1.041,0.026000000000000002,0.079,0.14800000000000002,260230000000.0,36.208,-17000000000.0
150,2020-03-31,PG,0.612,114859000000.0,17.58,0.825,1.581,0.027000000000000003,10652000000.0,10652000000.0,0.151,7214000000.0,46603000000.0,293498817240.0,38.0,27.553,13519000000.0,5.172999999999999,1.0,0.499,66665000000.0,60289000000.0,271639817240.0,0.071,54.481,57.895,4.086,3.861,5.912999999999999,0.127,26.918000000000003,1.571,0.043,0.107,0.109,78943000000.0,30.208000000000002,-5756000000.0
130,2020-03-31,MSFT,0.489,283438500000.0,15.062000000000001,2.904,1.493,0.012,64426000000.0,64426000000.0,0.465,52210000000.0,108250250000.0,1142076673950.0,22.0,17.727,43362000000.0,5.704,1.0,0.682,114055000000.0,113250750000.0,1199549673950.0,0.33399999999999996,25.927,26.025,8.644,8.649,10.475999999999999,0.461,18.245,0.32,0.163,0.42700000000000005,0.376,236530000000.0,31.114,111798000000.0
120,2020-03-31,MA,0.615,27649000000.0,5.371,1.8659999999999999,4.659,0.006,10311000000.0,10311000000.0,0.606,9515000000.0,5312000000.0,242963121344.0,25.0,23.563000000000002,7935000000.0,7.896,1.0,1.0,16160000000.0,12862250000.0,242794121344.0,0.46799999999999997,30.544,30.772,14.277999999999999,14.279000000000002,44.979,0.759,16.918,0.177,0.287,1.496,0.574,25131000000.0,25.006,8411000000.0
100,2020-03-31,JPM,0.040999999999999995,2829712500000.0,84.39200000000001,,11.015999999999998,0.038,43158000000.0,43158000000.0,0.376,34631000000.0,262538750000.0,529212114738.0,15.0,12.262,-33846000000.0,-10.933,1.0,1.0,3304490000000.0,3048897000000.0,276750114738.0,0.247,9.772,10.127,2.4290000000000003,2.412,1.0590000000000002,0.011000000000000001,37.068000000000005,0.382,0.01,0.10800000000000001,0.302,3087564000000.0,997.34,
70,2020-03-31,IBM,0.502,152465250000.0,22.521,0.9570000000000001,6.664,0.057999999999999996,15938000000.0,15938000000.0,0.20800000000000002,8231000000.0,19110250000.0,158396101991.0,16.0,9.937999999999999,11994000000.0,13.507,1.0,0.475,98630000000.0,102205250000.0,98551101991.0,0.11800000000000001,10.932,10.908,1.287,1.288,4.928,0.095,86.19,0.637,0.059000000000000004,0.47200000000000003,0.127,81220000000.0,91.464,-1742000000.0
50,2020-03-31,GOOGL,0.623,267364250000.0,296.323,3.658,0.342,0.0,51512000000.0,51512000000.0,0.309,39236000000.0,198065500000.0,794862072276.0,20.0,15.431,29022000000.0,42.227,1.0,0.551,206488000000.0,202334250000.0,798592072276.0,0.207,23.133000000000003,23.258000000000003,4.791,4.791,3.9210000000000003,0.19399999999999998,242.515,0.0,0.129,0.174,0.235,250829000000.0,364.95599999999996,106829000000.0
30,2020-03-31,BRK,0.303,781691750000.0,152.365,,1.037,0.0,25873000000.0,25873000000.0,0.109,11647000000.0,394127250000.0,485052902285.0,31.0,18.747,22112000000.0,9.067,1.0,0.161,709689000000.0,715160500000.0,445859902285.0,0.042,44.541000000000004,46.053000000000004,1.88,1.88,1.2,0.022000000000000002,97.272,0.0,0.013000000000000001,0.025,0.066,648096000000.0,265.759,
170,2020-03-31,V,0.32899999999999996,72606000000.0,17.654,1.249,1.1059999999999999,0.006999999999999999,16568000000.0,16568000000.0,0.6940000000000001,15380000000.0,34883500000.0,322485121395.0,20.0,19.464000000000002,11918000000.0,6.084,1.0,0.847,21000000000.0,22677000000.0,316199121395.0,0.523,25.331999999999997,28.978,13.215,13.238,9.142999999999999,0.6990000000000001,12.192,0.198,0.172,0.358,0.664,30054000000.0,15.342,3965000000.0
10,2020-03-31,AMZN,1.416,209234000000.0,131.06799999999998,1.079,2.3890000000000002,0.0,36776000000.0,36776000000.0,0.124,12843000000.0,59225250000.0,997703978876.0,69.0,27.129,24337000000.0,48.869,1.0,0.406,163324000000.0,151104000000.0,970590978876.0,0.036000000000000004,91.895,91.493,3.2769999999999997,3.2760000000000002,14.87,0.096,594.9259999999999,0.0,0.05,0.17800000000000002,0.049,206499000000.0,414.657,6274000000.0
